player,wimu_name,team,position,sport,date,week_calendar,week_team,week_match_day,session,type_session,group,task,match_day,drills_duration,minutes,distance_m,explosive_distance_m,abs_hsr_m,abs_hsr_count,max_speed_kmh,avg_speed_kmh,distance_abs_m,distance_rel_m,sprint_duration,sprints_abs_count,sprints_rel_count,accelerations,decelerations,distance_acceleration,distance_deceleration,max_acceleration,max_deceleration,avg_acceleration,avg_deceleration,avg_heart_rate,max_heart_rate,avg_hr_percent,player_load,player_load_horizontal,player_load_vertical,player_load_anteroposterior,player_load_mediolateral,metabolic_power,metabolic_power_avg,hmld_m,hmld_count,energy_expenditure,dsl,impacts,steps,step_balance,jumps,avg_takeoff,avg_landing,rpe_general,rpe_peripheral,wellness_fatigue,wellness_sleep,wellness_doms,wellness_stress,wellness_mood,high_speed_distance,very_high_speed_distance,high_speed_actions,total_accelerations,high_accelerations,very_high_accelerations,total_decelerations,high_decelerations,very_high_decelerations,distance_min,player_load_min,hsr_min,accelerations_min,decelerations_min,sprints_min,high_speed_distance_min,very_high_speed_distance_min,high_accelerations_min,very_high_accelerations_min,high_decelerations_min,very_high_decelerations_min,energy_min,hmld_min,hsr_ratio,high_speed_ratio,sprint_ratio,hmld_ratio,mechanical_actions,high_mechanical_actions,locomotor_load
Enzo Loiodice,ENZO,UD Las Palmas,MC,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,3544.14226157013,337.646084799911,0.0,0.0,20.500200176239,4.55118433232306,0.0,0.0,0.0,0.0,0.0,2204.0,2213.0,58.5035814803402,68.5829921204557,5.21890544891357,-4.79021024703979,0.587826529962604,-0.584570551224921,0.0,0.0,0.0,63.8292627497175,43.0832266015537,40.3672297944077,27.5145297918673,27.5632539523302,8962.52118247422,6.64604868088224,257.130319931122,54.0,206.125682164545,140.257856678319,9389.0,3436.0,0.0357174655363818,34.0,2.87572760617032,3.73280628989725,,,,,,,,20.466007232666,0.0,5.0,2204.0,15.0,2.0,2213.0,78.0,5.0,,,,,,,,,,,,,,,0.0,0.5774600939297264,0.0,7.255078971271538,4417.0,93.0,3544.14226157013
Fabio GLZ,FABIOGLZ,UD Las Palmas,MC,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,5038.50795439182,653.878682121222,293.769083904114,11.0,29.9771999359131,5.86488432045959,213.92256277856,0.0,0.0,9.0,0.0,1773.0,1789.0,324.863297953049,346.050628514031,4.92730236053467,-6.20671701431274,0.665488736384493,-0.664010984548408,0.0,0.0,0.0,81.412314298489,52.2851646412857,54.117214710621,34.5508662154756,31.853816313129,13952.6259242472,8.67086262106828,1019.5638129654,140.0,417.889178492373,234.49095997726,9827.0,5155.0,0.00382498829788744,7.0,2.44306032146726,3.88242731775556,,,,,,,,429.6557846069337,255.16913604736368,27.0,1773.0,45.0,0.0,1789.0,148.0,13.0,,,,,,,,,,,,,,,5.830477724026413,8.527440831614125,4.24575220908591,20.23543124659943,3571.0,193.0,5546.199601074494
JOEL DEL PINO,JOELDELPINO,UD Las Palmas,DEF LATERAL,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,5316.00054115099,691.441516441122,319.232716588595,14.0,27.782400226593,5.7411831718541,205.498905216674,319.232716588595,0.0,8.0,14.0,1873.0,1880.0,284.200447496521,365.280741041866,5.43261766433716,-7.61170053482056,0.702685892823566,-0.736990169824883,0.0,0.0,0.0,89.6206725685574,56.651182083502,60.535174169132,38.8376441578393,32.8672039976828,14573.5595214122,8.88900490571941,946.80248537919,137.0,489.699997717348,329.908078549261,10605.0,5587.0,0.00481610920260537,9.0,2.33570479684406,4.40338259273105,,,,,,,,414.27953338623104,282.466606140137,24.0,1873.0,44.0,2.0,1880.0,168.0,25.0,,,,,,,,,,,,,,,6.005129497587984,7.793067931037749,3.8656674999544025,17.810428686942792,3761.0,212.0,5840.732162956259
Jonathan Viera,J VIERA,UD Las Palmas,MC,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,3012.51407944741,323.164396531053,214.425643985395,10.0,25.2570001602173,4.48253863378132,73.3579846084275,0.0,0.0,4.0,0.0,1764.0,1762.0,100.598742704271,41.5320432478153,4.40477275848389,-4.38875007629395,0.560794189865022,-0.550484672044405,0.0,0.0,0.0,48.7913574794153,31.8578593097013,31.8995361321223,20.8161491341263,19.6101336096452,7897.71489152107,6.68943051384226,418.047513423751,53.0,217.108895010999,65.5639568831635,6762.0,3181.0,-0.0194005608303826,5.0,1.04346029758453,3.84058661460876,,,,,,,,249.33779525756862,171.0470161437991,13.0,1764.0,26.0,0.0,1762.0,68.0,1.0,,,,,,,,,,,,,,,7.117830434330366,8.276734603786648,2.43510844012001,13.877031024546586,3530.0,94.0,3300.2977080412325
Julen Julenfilial,JULEN,UD Las Palmas,MC,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,5742.16687677225,662.348557314248,287.985410372805,11.0,29.0430004119873,6.42958188754816,191.830001448985,287.985410372805,0.0,9.0,11.0,1591.0,1605.0,209.453921569759,318.134851878515,4.55958366394043,-6.76898574829102,0.696238968101619,-0.719076905779746,0.0,0.0,0.0,99.6713950934283,59.2599146211054,70.6540593034322,41.8301690370471,33.2593365115729,15700.144798331,9.74639146137596,1046.85871401993,135.0,588.243190868244,437.366590645169,10901.0,6025.0,-0.018038289677556,7.0,1.24854926552091,4.83065942355565,,,,,,,,458.6429595947269,232.2575073242189,42.0,1591.0,27.0,0.0,1605.0,142.0,11.0,,,,,,,,,,,,,,,5.015274138718265,7.9872802277828665,3.340724948711613,18.2310743746337,3205.0,169.0,6221.98228859404
Omenuke  Mfulu,NUKE,UD Las Palmas,MC,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,3544.14226157013,337.646084799911,0.0,0.0,20.500200176239,4.55118433232306,0.0,0.0,0.0,0.0,0.0,2204.0,2213.0,58.5035814803402,68.5829921204557,5.21890544891357,-4.79021024703979,0.587826529962604,-0.584570551224921,0.0,0.0,0.0,63.8292627497175,43.0832266015537,40.3672297944077,27.5145297918673,27.5632539523302,8962.52118247422,6.64604868088224,257.130319931122,54.0,206.125682164545,140.257856678319,9389.0,3436.0,0.0357174655363818,34.0,2.87572760617032,3.73280628989725,,,,,,,,20.466007232666,0.0,5.0,2204.0,15.0,2.0,2213.0,78.0,5.0,,,,,,,,,,,,,,,0.0,0.5774600939297264,0.0,7.255078971271538,4417.0,93.0,3544.14226157013
Oscar Clemente,OSCAR CLEMENTE,UD Las Palmas,MC,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,4473.00606332987,437.789786886285,58.9095723749018,4.0,26.8932000160217,5.01220536515427,21.7555289001842,0.0,0.0,2.0,0.0,1969.0,1971.0,88.5183923118744,103.353968849601,4.27708768844604,-5.40109825134277,0.598851443222763,-0.622614223800614,0.0,0.0,0.0,70.8225576203292,44.4754442409066,47.8102945782166,29.7168761152034,26.6425267230529,11489.67716032,7.27093298648727,428.56761848478,73.0,354.854907713615,127.01778490697,9529.0,4801.0,-0.0175082382771843,11.0,2.68534712357955,3.97924095934088,,,,,,,,141.9150209426879,46.4074907302856,18.0,1969.0,18.0,0.0,1971.0,94.0,6.0,,,,,,,,,,,,,,,1.3170018448633032,3.1726990514526854,0.4863737851495016,9.58119914028774,3942.0,112.0,4553.671164604955
PEJIÑO FCO,PEJI,UD Las Palmas,EXTREMO,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,3932.57247495887,367.181832787309,207.080770052144,10.0,28.4844002723694,5.37997158990339,81.5683404499643,207.080770052144,0.0,5.0,10.0,2129.0,2162.0,170.137688124486,150.964465147082,5.3941707611084,-5.57069444656372,0.434270345607122,-0.434511997141381,0.0,0.0,0.0,51.4377193021841,32.8881632690867,34.0162074395577,20.3267253276848,21.4121592265397,10585.5790812062,8.12379123196675,596.69119146398,76.0,326.414627164673,68.5922629895296,7848.0,3726.0,-0.00174818317337296,4.0,3.79935397207737,4.07572114467621,,,,,,,,297.0922927856444,170.0341262817384,24.0,2129.0,26.0,2.0,2162.0,99.0,7.0,,,,,,,,,,,,,,,5.26578394602403,7.5546552460867655,2.0741725923517125,15.173050090328486,4296.0,125.0,4221.221585460978
SERGI CARDONA,SERGI CARDONA,UD Las Palmas,DEF LATERAL,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,5038.66006843631,601.454565314421,434.019551879395,18.0,29.7131996154785,5.44718895172574,298.895298531372,15.7967897576303,0.0,12.0,1.0,1888.0,1899.0,317.37406477732,255.640269408858,5.10748338699341,-7.88657379150391,0.647684299767306,-0.671797690790452,0.0,0.0,0.0,72.5686216329761,46.3311459010341,48.2473072267704,31.3492817160476,27.4356427293929,13920.8603125215,8.41095225391544,887.590395093183,103.0,419.482995449676,172.997333495718,9233.0,4390.0,0.0266125190927562,0.0,0.0,0.0,,,,,,,,542.335876464843,375.838973999023,36.0,1888.0,33.0,1.0,1899.0,124.0,17.0,,,,,,,,,,,,,,,8.613789102349347,10.763494046010344,5.932039361094084,17.61560381207928,3799.0,157.0,5771.574918847077
Sandro Ramirez,SandroRamirez,UD Las Palmas,DELANTERO,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,3720.0723983576,376.145496872926,102.826604711347,6.0,26.741399860382,4.41485396938794,44.8826205296839,102.826604711347,0.0,4.0,6.0,2113.0,2102.0,176.298245659668,145.238376665427,4.99882555007935,-4.98198223114014,0.551272474937898,-0.563516049363207,0.0,0.0,0.0,57.0805436047918,36.5486646323884,37.9428394828502,25.5194914162047,20.7690203581703,9867.05599372867,6.61936074130779,528.62119868177,70.0,255.204417857669,155.694736668806,7629.0,3403.0,-0.0291482516632778,5.0,2.54948961734772,4.44376540184021,,,,,,,,196.3885669708256,73.1596546173096,23.0,2113.0,30.0,0.0,2102.0,87.0,7.0,,,,,,,,,,,,,,,2.764102245879532,5.2791598103717154,1.2064985764658622,14.20997072302019,4219.0,117.0,3867.781623598631
Sidnei Rechel da Silva,SIDNEI,UD Las Palmas,DEF CENTRAL,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,4185.48956096917,452.941907607652,254.06303350488,10.0,27.6917996406554,4.98949334555446,186.488055959905,254.06303350488,0.0,8.0,10.0,2046.0,2039.0,184.499042868124,190.764201856715,5.00311851501465,-6.12668371200562,0.550262648217068,-0.544695186586863,0.0,0.0,0.0,61.7284690339087,39.5191378518663,41.0521586629193,26.2293514203689,23.8452891488956,11161.833138902,7.45067907501734,646.410783624934,89.0,344.42726158246,152.087162601267,6730.0,3341.0,0.00427469348792297,1.0,2.1349732875824,3.08052802085876,,,,,,,,309.9528732299809,215.87198638916058,18.0,2046.0,29.0,1.0,2039.0,96.0,9.0,,,,,,,,,,,,,,,6.0700911997030635,7.4054150348474375,4.455585260538144,15.444090212358683,4093.0,125.0,4626.040650433955
Álvaro Jimenez,ALVARO JIMENEZ,UD Las Palmas,EXTREMO,nan,2022-10-11,16.0,0.0,0.0,nan,Tactical,Collective,Drills,-3 MD,,,4592.49438362676,570.009776378447,318.133038926261,16.0,29.6022005081177,5.13399789003969,158.205937705074,318.133038926261,0.0,9.0,16.0,1959.0,1978.0,388.202400845483,250.553942692405,4.68459177017212,-6.05790424346924,0.632895182395663,-0.65318484244056,0.0,0.0,0.0,75.8656695361041,51.8510455555064,46.440831766361,38.3159906048543,26.8148126135562,12687.4247233518,7.81104200488239,777.553861495037,95.0,357.778601043717,257.00391609215,8148.0,4574.0,-0.0259415172224665,6.0,2.42949686447779,3.82555480798086,,,,,,,,403.19177246093795,250.340652465821,27.0,1959.0,48.0,0.0,1978.0,115.0,17.0,,,,,,,,,,,,,,,6.927238497241812,8.77936343043563,3.44488037414074,16.930970329918864,3946.0,163.0,5068.833360258095
ALEX SUAREZ,ALEX,UD Las Palmas,DEF CENTRAL,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2545.44997393562,226.676810014067,28.3850328860364,1.0,26.7552000045776,3.88972894144558,18.7729784954586,0.0,0.0,1.0,0.0,2267.0,2280.0,49.631127094341,106.489453997542,4.00611972808838,-5.49759244918823,0.460406162569342,-0.465815302145229,0.0,0.0,0.0,40.3521686841453,26.3296639273611,26.2745348032893,17.6955839614529,15.6511346632653,6507.11283512411,5.71598621887832,208.140871693456,42.0,131.696672627539,83.0009318465895,5070.0,2413.0,-0.00954926867049634,1.0,0.914350390434265,4.61789131164551,,,,,,,,33.547960281372156,25.361933708191003,3.0,2267.0,15.0,0.0,2280.0,68.0,11.0,,,,,,,,,,,,,,,1.115128294670399,1.3179579494741487,0.7375111940005232,8.176977502002964,4548.0,83.0,2592.607985317115
Alberto Moleiro,MOLEIRO,UD Las Palmas,MC,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2970.21298534566,318.036799335542,61.7929614384203,3.0,26.1648001670837,4.11243309320643,21.6107013993914,0.0,0.0,1.0,0.0,2271.0,2281.0,139.398510696363,113.161643920441,5.23061847686768,-5.19034957885742,0.536675783342555,-0.53291014561261,0.0,0.0,0.0,50.1511732354405,32.7976794110237,32.5843119337199,21.2852402080306,20.402137538005,7815.33662761751,6.20928996538671,393.050064396353,63.0,214.564861493472,68.2374453153591,6697.0,2716.0,-0.0184495104286062,12.0,1.93876820802689,3.88155307372411,,,,,,,,113.0464887619018,43.8604230880737,11.0,2271.0,25.0,1.0,2281.0,82.0,5.0,,,,,,,,,,,,,,,2.0804219004930755,3.8060061456753065,0.7275808672985262,13.233059929896292,4553.0,107.0,3053.6166481834716
Alejandro Palanca,ALE PALANCA,UD Las Palmas,DEF LATERAL,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2176.21702221936,146.125056099112,52.8314879878858,2.0,24.4463996887207,3.64172675613006,26.1397874004812,52.8314879878858,0.0,1.0,2.0,2010.0,2019.0,61.7288188606991,30.2261466993176,5.1696925163269,-4.84976005554199,0.438945223120969,-0.438420970986185,0.0,0.0,0.0,35.3259729663316,22.3177622986021,23.6492356671999,14.738441745669,13.6225426656086,5472.97840849942,5.2752399654722,153.822057603961,24.0,126.046016694631,30.7126758022293,5589.0,2051.0,-0.0288272787550516,8.0,1.09542910754681,4.08138912916183,,,,,,,,62.76898908615112,40.354182720184326,4.0,2010.0,17.0,1.0,2019.0,42.0,1.0,,,,,,,,,,,,,,,2.427675523556329,2.8843166120508403,1.2011571977239293,7.0683234270031345,4030.0,59.0,2255.188297607727
Alvaro Lemos,A LEMOS,UD Las Palmas,DEF LATERAL,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2270.00002952665,226.314047430149,44.1078716209071,3.0,25.174799823761,4.06576810802697,18.2888330875521,0.0,0.0,2.0,0.0,2310.0,2335.0,59.7926079495604,95.3932114856809,4.40276098251343,-6.05207920074463,0.402120468601038,-0.409316741294956,0.0,0.0,0.0,38.1142485321434,24.9158652040118,24.8811235661181,16.368755828643,15.153007336288,5943.69871423672,6.03039445257287,246.835429736363,37.0,156.386731757581,136.570550775713,4717.0,2074.0,0.0372564664946131,6.0,0.774511486291885,3.41573321819305,,,,,,,,91.36578655242917,32.68835353851317,11.0,2310.0,11.0,0.0,2335.0,54.0,7.0,,,,,,,,,,,,,,,1.9430780196996147,4.0249244653746175,0.8056754559322964,10.873807335933568,4647.0,65.0,2332.3967342351093
COCO BASILIO,COCO,UD Las Palmas,DEF CENTRAL,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2380.5041498925,267.832374997974,0.0,0.0,21.0522002220154,4.22452254015398,0.0,0.0,0.0,0.0,0.0,2141.0,2169.0,156.80648360785,104.486605414582,5.46865749359131,-4.52436017990112,0.460027328184577,-0.444522242695574,0.0,0.0,0.0,37.7228848786278,24.0930829083748,25.0038557999916,15.4387523981711,15.2213770767388,6489.6576860335,6.49012360608235,236.535403645672,52.0,153.841039877404,43.4893871540052,5091.0,2248.0,0.000227267901672865,9.0,2.41037801901499,4.28138150109185,,,,,,,,15.935927927494049,0.577715456485748,4.0,2141.0,46.0,2.0,2169.0,101.0,6.0,,,,,,,,,,,,,,,0.0,0.6694349988095459,0.0,9.936357542428714,4310.0,147.0,2380.5041498925
ERIC CURBELO,CURBELO,UD Las Palmas,DEF CENTRAL,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2501.67038925995,255.603042991021,0.0,0.0,19.4064002037048,3.94160949268755,0.0,0.0,0.0,0.0,0.0,2161.0,2184.0,96.8025288138284,69.5193627757661,4.39175081253052,-4.66449928283691,0.463722749117662,-0.465220606566399,0.0,0.0,0.0,36.3557884432824,23.2273474628328,24.2093667417443,15.9487498665563,13.442990629019,6551.64252521236,5.94106474349136,224.143827713883,61.0,161.36727058104,78.5907683600016,5183.0,2167.0,0.00548409804595254,5.0,2.50571537017822,4.37126021385193,,,,,,,,4.34951734542847,0.0,1.0,2161.0,26.0,0.0,2184.0,72.0,3.0,,,,,,,,,,,,,,,0.0,0.17386452524287802,0.0,8.959766589402282,4345.0,98.0,2501.67038925995
Enrique Clemente,ENRIQUE,UD Las Palmas,DEF CENTRAL,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2317.2789835552,232.140994306341,6.53433973279609,1.0,21.2123997688293,3.75017171223684,0.0,6.53433973279609,0.0,0.0,1.0,2345.0,2366.0,88.4952991235402,60.2440405968864,4.7069149017334,-4.48604393005371,0.436749537505127,-0.450972333268524,0.0,0.0,0.0,33.5841864628171,22.3882456382521,21.4392956537363,14.5566941826518,13.9162828435829,6050.66206356383,5.61736327936989,196.994009439189,39.0,128.06924196714,45.8663355609248,4670.0,1986.0,0.0308884456180001,6.0,1.50864501794179,3.60921760400136,,,,,,,,23.995481133461002,1.7984367609024,5.0,2345.0,19.0,0.0,2366.0,73.0,7.0,,,,,,,,,,,,,,,0.28198329934236144,1.0355024709474911,0.0,8.501091618107985,4711.0,92.0,2323.813323287996
Enzo Loiodice,ENZO,UD Las Palmas,MC,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2583.1266269264,260.562694732232,80.9519306723233,3.0,28.2791999816894,3.86402840550349,65.9745460445551,0.0,0.0,3.0,0.0,2125.0,2141.0,141.435231713741,58.7421362260026,3.9111111164093,-4.73686456680298,0.481653774303565,-0.480548584971315,0.0,0.0,0.0,43.2705520122319,27.9372951758038,28.3996189851139,17.3548624870697,18.1815888856659,6717.88488006839,5.72857878622218,287.751513367019,46.0,153.329935395872,125.063721428873,5544.0,2412.0,0.0494565678441514,8.0,2.18595560640097,4.31139639019966,,,,,,,,95.5404529571534,72.5603752136231,6.0,2125.0,21.0,0.0,2141.0,64.0,3.0,,,,,,,,,,,,,,,3.133873880919498,3.69863606225277,2.554057759183746,11.139659603501805,4269.0,85.0,2730.0531036432785
Fabio GLZ,FABIOGLZ,UD Las Palmas,MC,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2439.13042809223,261.45757122701,0.0,0.0,19.5762001991272,4.4052018712207,0.0,0.0,0.0,0.0,0.0,2120.0,2139.0,100.940211208869,68.4024789062201,4.5836615562439,-4.93101835250854,0.436910606036284,-0.433155244189276,0.0,0.0,0.0,44.030453329883,27.4739073518787,29.9584009177253,18.2312913866004,16.623621368412,6425.69459491252,6.64115579925072,234.008568471395,58.0,164.630044560807,98.3785681036051,5647.0,2662.0,0.0124611412643325,5.0,2.87296614646912,4.09063205718994,,,,,,,,13.5770225524902,0.0,4.0,2120.0,26.0,0.0,2139.0,75.0,4.0,,,,,,,,,,,,,,,0.0,0.5566337247126835,0.0,9.59393420606971,4259.0,101.0,2439.13042809223
Florin Andone,FLORIN,UD Las Palmas,DELANTERO,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,3130.41510803166,381.393425949578,39.1799067905763,4.0,26.8596001625061,4.0439721250111,8.32547193143326,39.1799067905763,0.0,1.0,4.0,2184.0,2175.0,128.398305348511,215.884184347281,4.45595932006836,-5.73728942871094,0.559147124687098,-0.59292958977127,0.0,0.0,0.0,45.6850995469626,30.8051255553445,28.5431484768038,20.5347225284201,18.5726117331543,8399.90233364478,6.24431916887088,422.297518586233,65.0,202.328227720156,80.6114057124981,6232.0,2483.0,0.0318459652175258,4.0,1.54009924829006,3.78083300590515,,,,,,,,112.56030702590935,32.51432466506956,12.0,2184.0,29.0,0.0,2175.0,120.0,20.0,,,,,,,,,,,,,,,1.2515882219598604,3.595699073171319,0.2659542470924293,13.490144406176372,4360.0,149.0,3177.9204867536696
JoaquinFiliales Filial,Joaquin,UD Las Palmas,MC,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2583.1266269264,260.562694732232,80.9519306723233,3.0,28.2791999816894,3.86402840550349,65.9745460445551,0.0,0.0,3.0,0.0,2125.0,2141.0,141.435231713741,58.7421362260026,3.9111111164093,-4.73686456680298,0.481653774303565,-0.480548584971315,0.0,0.0,0.0,43.2705520122319,27.9372951758038,28.3996189851139,17.3548624870697,18.1815888856659,6717.88488006839,5.72857878622218,287.751513367019,46.0,153.329935395872,125.063721428873,5544.0,2412.0,0.0494565678441514,8.0,2.18595560640097,4.31139639019966,,,,,,,,95.5404529571534,72.5603752136231,6.0,2125.0,21.0,0.0,2141.0,64.0,3.0,,,,,,,,,,,,,,,3.133873880919498,3.69863606225277,2.554057759183746,11.139659603501805,4269.0,85.0,2730.0531036432785
Marc Cardona,MARC,UD Las Palmas,DELANTERO,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2412.25627947895,200.343966437891,0.0,0.0,19.946399974823,3.94452979489153,0.0,0.0,0.0,0.0,0.0,2192.0,2200.0,74.0550092909421,55.4080305423762,4.7427864074707,-6.00430154800415,0.457467536272576,-0.463219808417221,0.0,0.0,0.0,37.2137462078613,24.8708875026527,23.5009057656702,15.676990196137,15.8933817529053,6195.07713441109,5.80701075218073,240.800571577173,45.0,135.839964517791,84.3590146137549,5304.0,2192.0,0.0492337456236456,8.0,1.63877636194229,4.82472288608551,,,,,,,,27.2795219421387,0.0,7.0,2192.0,19.0,0.0,2200.0,49.0,4.0,,,,,,,,,,,,,,,0.0,1.1308716314350773,0.0,9.982379302964699,4392.0,68.0,2412.25627947895
Omenuke  Mfulu,NUKE,UD Las Palmas,MC,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2583.1266269264,260.562694732232,80.9519306723233,3.0,28.2791999816894,3.86402840550349,65.9745460445551,0.0,0.0,3.0,0.0,2125.0,2141.0,141.435231713741,58.7421362260026,3.9111111164093,-4.73686456680298,0.481653774303565,-0.480548584971315,0.0,0.0,0.0,43.2705520122319,27.9372951758038,28.3996189851139,17.3548624870697,18.1815888856659,6717.88488006839,5.72857878622218,287.751513367019,46.0,153.329935395872,125.063721428873,5544.0,2412.0,0.0494565678441514,8.0,2.18595560640097,4.31139639019966,,,,,,,,95.5404529571534,72.5603752136231,6.0,2125.0,21.0,0.0,2141.0,64.0,3.0,,,,,,,,,,,,,,,3.133873880919498,3.69863606225277,2.554057759183746,11.139659603501805,4269.0,85.0,2730.0531036432785
Oscar Clemente,OSCAR CLEMENTE,UD Las Palmas,MC,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2648.85688781794,213.32312558505,35.3628728873012,2.0,23.4450001716614,3.85594073533921,0.0,0.0,0.0,0.0,0.0,2227.0,2243.0,104.515674702237,54.8519097807513,4.35852718353271,-4.09153604507446,0.431728993008738,-0.437620138526256,0.0,0.0,0.0,42.8447725088271,27.539972386092,28.2623857462556,18.6914888478467,16.1456090771764,6496.23450364339,5.58048188045462,211.255031090987,37.0,167.329105763628,67.1686815307924,5891.0,2599.0,0.0122110914703733,5.0,2.03500694036484,4.67447280883789,,,,,,,,69.84113693237299,23.6338081359863,6.0,2227.0,19.0,0.0,2243.0,47.0,1.0,,,,,,,,,,,,,,,1.3350239135203799,2.6366519555500156,0.0,7.975328227906394,4470.0,66.0,2684.2197607052412
PEJIÑO FCO,PEJI,UD Las Palmas,EXTREMO,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2799.08650325339,274.94121324056,44.7365710684355,3.0,24.4428002357483,4.23246167534029,21.4916371071336,44.7365710684355,0.0,2.0,3.0,2295.0,2329.0,75.0187318018912,95.1541489964855,4.60791683197021,-4.50826168060303,0.449110812882805,-0.451575849849932,0.0,0.0,0.0,36.0764802084152,23.5030645038299,23.3528648375097,14.03596625947,15.7865629778243,7157.13416777783,6.30608203183662,302.440456775586,54.0,183.467822778037,28.7764398706796,5815.0,2385.0,0.00758847594359347,3.0,1.20622970660528,3.37301890055339,,,,,,,,82.15968132019043,31.422853469848633,8.0,2295.0,13.0,0.0,2329.0,78.0,5.0,,,,,,,,,,,,,,,1.5982561102144572,2.935231948876745,0.7678089648945746,10.804969993748252,4626.0,91.0,2865.314711428959
SERGI CARDONA,SERGI CARDONA,UD Las Palmas,DEF LATERAL,nan,2022-10-12,21.0,0.0,0.0,nan,Tactical,Collective,Drills,-1 MD,,,2662.32345903007,236.539576935231,98.6687023947216,4.0,30.2298002243042,3.8499431813897,65.3908981898956,14.3318138546047,0.0,3.0,1.0,2248.0,2267.0,34.8340326793597,63.9731060032487,4.08991575241089,-5.03802633285522,0.477018582752694,-0.490128943256099,0.0,0.0,0.0,39.9537349184825,26.1413798777295,25.8384691633787,16.7032752650313,16.4755074363856,6774.63668405038,5.66280995224139,292.739670009396,40.0,158.238931201161,66.6165494075143,5571.0,2140.0,-0.00161385619090173,4.0,1.99411197006702,4.1953090429306,,,,,,,,155.7235774993897,85.8644618988038,12.0,2248.0,9.0,0.0,2267.0,49.0,1.0,,,,,,,,,,,,,,,3.706112495837313,5.849160701011232,2.4561590353757623,10.995646265914138,4518.0,58.0,2826.383059614687
Sandro Ramirez,SandroRamirez,UD Las Palmas,DELANTERO,nan,2022-10-12,22.0,0.0,0.0,nan,Tactical,Collective,Drills,nan,,,2439.11528408743,228.646456567575,185.922204795469,8.0,23.4336001396179,6.87400544798881,0.0,185.922204795469,0.0,0.0,8.0,777.0,776.0,63.2446257558175,50.5636221534326,6.78920888900757,-4.59970951080322,0.522549223005107,-0.518669301118987,0.0,0.0,0.0,33.1332969968742,19.9005944393553,23.249836937789,14.4462268844278,10.7285511322501,6105.48147587289,9.89277723092423,684.41065291581,48.0,249.104204637202,46.4708248060397,3707.0,2071.0,0.000276454519408932,5.0,3.82012891769409,6.03588056564331,,,,,,,,442.19755554199213,80.3967437744141,26.0,777.0,10.0,1.0,776.0,47.0,1.0,,,,,,,,,,,,,,,7.622526331920793,18.129424157474205,0.0,28.05979108002167,1553.0,57.0,2625.037488882899
