player,wimu_name,team,position,sport,date,week_calendar,week_team,week_match_day,session,type_session,group,task,match_day,drills_duration,minutes,distance_m,explosive_distance_m,abs_hsr_m,abs_hsr_count,max_speed_kmh,avg_speed_kmh,distance_abs_m,distance_rel_m,sprint_duration,sprints_abs_count,sprints_rel_count,accelerations,decelerations,distance_acceleration,distance_deceleration,max_acceleration,max_deceleration,avg_acceleration,avg_deceleration,avg_heart_rate,max_heart_rate,avg_hr_percent,player_load,player_load_horizontal,player_load_vertical,player_load_anteroposterior,player_load_mediolateral,metabolic_power,metabolic_power_avg,hmld_m,hmld_count,energy_expenditure,dsl,impacts,steps,step_balance,jumps,avg_takeoff,avg_landing,rpe_general,rpe_peripheral,wellness_fatigue,wellness_sleep,wellness_doms,wellness_stress,wellness_mood,high_speed_distance,very_high_speed_distance,high_speed_actions,total_accelerations,high_accelerations,very_high_accelerations,total_decelerations,high_decelerations,very_high_decelerations,distance_min,player_load_min,hsr_min,accelerations_min,decelerations_min,sprints_min,high_speed_distance_min,very_high_speed_distance_min,high_accelerations_min,very_high_accelerations_min,high_decelerations_min,very_high_decelerations_min,energy_min,hmld_min,hsr_ratio,high_speed_ratio,sprint_ratio,hmld_ratio,mechanical_actions,high_mechanical_actions,locomotor_load
Oscar Clemente,OscarClemente,UD Las Palmas,MC,nan,2022-01-08,0.0,0.0,0.0,nan,Tactical,Collective,Drills,nan,0.06001157407407407,86.41666666666667,5929.32131542963,696.606983655182,586.057957255682,16.0,30.8063999176026,5.23775368702549,415.909751595775,0.0,0.0,11.0,0.0,2858.0,2866.0,357.35827692719,179.55810746065,4.78625440597534,-7.17740726470947,0.584979526131455,-0.598458875550488,0.0,0.0,0.0,107.883841905372,68.6328037065694,72.5861124677394,45.8803673079466,41.0912230503662,15518.5185979193,7.76943636944318,1041.57564079968,123.0,516.7870580356,405.09340913686,12558.0,6079.0,-0.00119550961422287,26.0,2.03484991422066,5.23485289170192,,,,,,,,663.518096923828,515.371765136719,31.0,2858.0,44.0,0.0,2866.0,157.0,6.0,68.61316854884818,1.248414756860621,6.78176999717279,33.07232401157184,33.1648987463838,0.12729026036644164,7.678126483207267,5.96380056088778,0.5091610414657666,0.0,1.8167791706846672,0.06943105110896818,5.980178106487174,12.052948591703144,9.884064736559434,11.190456067833296,7.0144579703155925,17.56652381258594,5735.0,201.0,6931.289024281086
PEJIÑO FCO,PEJI,UD Las Palmas,EXTREMO,nan,2022-01-08,0.0,0.0,0.0,nan,Tactical,Collective,Drills,nan,0.06001157407407407,86.41666666666667,6519.89922413961,733.11918272985,581.21980794861,10.0,27.3174001693726,5.63531295437861,165.297728577501,0.0,0.0,4.0,0.0,2872.0,2863.0,304.977577330195,195.12401277845,4.41723918914795,-4.88658237457275,0.582438839149118,-0.616341565486854,0.0,0.0,0.0,88.5338871638191,55.5751480301145,59.4289088694425,33.0031590004326,37.4496139263983,16952.560482903,8.39847085490009,1224.83375873978,141.0,601.618211023802,77.9559456521749,12481.0,5620.0,-0.00330739026810405,10.0,1.78272504210472,3.57098982334137,,,,,,,,682.1278686523439,397.92056274414085,43.0,2872.0,49.0,0.0,2863.0,190.0,10.0,75.44724270942653,1.024500140757791,6.725783698537434,33.23432979749276,33.130183220829316,0.04628736740597878,7.893475818542069,4.60467382153297,0.5670202507232401,0.0,2.198649951783992,0.11571841851494695,6.9618307929466,14.173582550508543,8.914552019403487,10.46224558390103,2.5352804222110397,18.786084211315607,5739.0,239.0,7266.416760665721
Raul Navas,RNavas,UD Las Palmas,DEF CENTRAL,nan,2022-01-08,0.0,0.0,0.0,nan,Tactical,Collective,Drills,nan,0.06001145833333334,86.41650000000001,5766.01247392765,788.226211503408,519.853634953974,15.0,26.6897998809813,5.25230763667035,338.058866827805,0.0,0.0,11.0,0.0,2768.0,2800.0,281.876485897836,176.117919636146,4.69899415969849,-5.09637594223022,0.60166671654337,-0.602292685857418,0.0,0.0,0.0,81.6040869641117,51.6071879247204,54.8867697292913,33.0716727226051,32.5554792728061,15486.7453946057,8.06827430863883,1186.82965169583,139.0,511.606277918151,111.708267972619,10499.0,4625.0,0.00866553873530782,11.0,2.28385596383702,4.08602818575772,,,,,,,,634.812118530273,449.192657470703,41.0,2768.0,43.0,0.0,2800.0,181.0,9.0,66.72351314769342,0.9443114100213696,6.015675651686587,32.03092002106079,32.40121967448346,0.12729050586404214,7.34595960875843,5.197996418169018,0.49759015928671024,0.0,2.094507414671966,0.1041467775251254,5.920238356311017,13.733831521709742,9.015825708054079,11.009551599146237,5.862957604695026,20.583196048609903,5579.0,224.0,6623.924975709429
SERGI CARDONA,SCardona,UD Las Palmas,DEF LATERAL,nan,2022-01-08,0.0,0.0,0.0,nan,Tactical,Collective,Drills,nan,0.06001168981481481,86.41683333333333,7171.73957411708,898.853599964792,637.810172518792,21.0,27.3342000961304,5.95387953968313,102.983730445786,0.0,0.0,3.0,0.0,2719.0,2741.0,405.57537168073,298.72669830642,4.73958349227905,-5.72833347320557,0.649348797099821,-0.672481276848606,0.0,0.0,0.0,111.962029960761,70.9207093692229,75.0249859331951,46.6001882088555,43.3161330266237,19579.9455719688,9.03604012748445,1708.41041229152,181.0,695.98867117652,366.148554068543,13095.0,6126.0,0.00439885415191545,5.0,1.64148771762848,3.50852341651917,,,,,,,,1015.7061614990239,421.8727874755859,62.0,2719.0,57.0,0.0,2741.0,188.0,15.0,82.99007609378282,1.2956044053233573,7.38062421309265,31.463777311904895,31.718357341644474,0.034715458600851304,11.75356840004965,4.88183576281148,0.6595937134161748,0.0,2.1755020723200147,0.1735772930042565,8.053855300296664,19.769416980389856,8.893381667408265,14.162619138663695,1.4359658403862834,23.821422886815352,5463.0,245.0,7912.533477081658
Sidnei Rechel da Silva,Sidnei,UD Las Palmas,DEF CENTRAL,nan,2022-01-08,0.0,0.0,0.0,nan,Tactical,Collective,Drills,nan,0.06001157407407407,86.41666666666667,5722.75112765855,732.814027391719,429.91389542923,14.0,27.3282002449035,5.38837752651918,212.715244004293,429.91389542923,0.0,8.0,14.0,2863.0,2886.0,290.29614952349,231.735519756533,4.52546739578247,-5.30287456512451,0.55440134952617,-0.547287069816249,0.0,0.0,0.0,94.4441583897008,62.9918377698743,60.4545599050581,42.9429500248988,36.814315201816,15388.9512113442,8.20024464544697,1189.49530193207,136.0,523.07244629041,189.452301494341,9526.0,4729.0,-0.0103918824010587,5.0,0.791337060928345,5.4455894947052,,,,,,,,563.1865768432621,358.657569885254,40.0,2863.0,36.0,0.0,2886.0,143.0,11.0,66.22277100472768,1.0928928646831337,4.9748956076670785,33.130183220829316,33.396335583413695,0.09257473481195756,6.517106000114893,4.150328677553566,0.416586306653809,0.0,1.6547733847637414,0.12729026036644164,6.052911625347077,13.764651517053847,7.512363998347212,9.84118589608646,3.7170102151781834,20.785375344790666,5757.0,179.0,6365.380267092073
Álvaro Jimenez,AlvaroJimenez,UD Las Palmas,EXTREMO,nan,2022-01-08,0.0,0.0,0.0,nan,Tactical,Collective,Drills,nan,0.06001157407407407,86.41666666666667,6380.36991780686,784.292538383672,580.893538869327,20.0,28.8347997665405,5.73917783819169,111.961053148596,580.893538869327,0.0,2.0,20.0,2798.0,2790.0,399.888620786577,170.042007840397,5.26829528808594,-5.17035341262817,0.581307376479354,-0.594534106826248,0.0,0.0,0.0,107.633854540468,69.8778816005173,71.2171867361687,46.7894163671663,41.6024022846033,16934.0718491837,8.38960716907254,1249.32864671145,152.0,587.468751013449,461.813959896712,11902.0,5844.0,0.0330806851143861,11.0,1.8770203536207,3.61534929275513,,,,,,,,767.7472610473634,389.4173049926754,52.0,2798.0,57.0,3.0,2790.0,172.0,7.0,73.8326316428952,1.24552194260908,6.722008164350939,32.37801350048216,32.2854387656702,0.02314368370298939,8.884249886758303,4.506275467610515,0.6595949855351977,0.03471552555448409,1.9903567984570876,0.08100289296046287,6.798095479422747,14.457033520286787,9.10438652229429,12.03295844814062,1.7547736979344395,19.58081839776595,5590.0,229.0,7073.224509824783
ALEGARCIA GARCÍA,ALE GARCIA,UD Las Palmas,DELANTERO,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,3293.63124040285,376.602683215749,76.102227320019,6.0,25.2611998558044,4.31833737848642,13.0234176146773,76.102227320019,0.0,1.0,6.0,1904.0,1904.0,209.459152068294,95.5489345459923,5.49007987976074,-6.1149115562439,0.578764892685811,-0.564623093955567,0.0,0.0,0.0,50.3552502017655,31.7768159205283,33.7317497156282,20.7905409778445,19.5387516075623,8823.84714579485,6.59045800891786,432.768487890453,67.0,223.825231755725,62.6104353817893,6624.0,2922.0,-0.0058651568603469,14.0,2.30099423868316,3.79589707510812,,,,,,,,151.03190994262715,45.75130844116215,15.0,1904.0,37.0,3.0,1904.0,76.0,8.0,,,,,,,,,,,,,,,2.3105873658980354,4.585574368190477,0.3954121352420856,13.13955498665723,3809.0,113.0,3382.7568853375465
ALEX SUAREZ,ALEX,UD Las Palmas,DEF CENTRAL,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,3510.60432211695,337.894593127185,22.6114340100136,2.0,23.8518001556396,4.72904431413708,0.0,0.0,0.0,0.0,0.0,1845.0,1851.0,115.239518864569,83.130153392524,4.1080641746521,-5.9165153503418,0.506445995746864,-0.517312020082839,0.0,0.0,0.0,55.0378744675053,35.3571692647703,36.5108620118999,24.0121102738651,20.8015248532323,9146.06187149464,6.95127298834958,375.951251059716,76.0,238.024649344167,195.584837842377,6744.0,3294.0,7.82964469403164e-05,6.0,3.78712906440099,17.5841941436132,,,,,,,,59.4188871383667,11.7573232650757,10.0,1845.0,21.0,0.0,1851.0,66.0,6.0,,,,,,,,,,,,,,,0.6440895052615485,1.6925543777185397,0.0,10.70901806538572,3696.0,87.0,3533.2157561269632
Alberto Moleiro,MOLEIRO,UD Las Palmas,MC,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,4341.11672469386,519.433644112336,60.9366194974126,4.0,27.3443999290467,5.46931654260193,21.695923491184,0.0,0.0,2.0,0.0,1861.0,1846.0,255.794999670546,165.321549681453,4.80917501449585,-5.83971357345581,0.619897515020037,-0.614306900388155,0.0,0.0,0.0,63.366251003081,40.5449972636983,41.9822462714619,26.7646298587339,24.7634997883431,11775.4443240726,8.2717353761724,670.470188717707,110.0,375.927248137189,65.9805820101107,9710.0,4263.0,-0.0290763480108798,8.0,1.89713155478239,3.87631395459175,,,,,,,,185.95804214477593,40.6424903869629,24.0,1861.0,39.0,0.0,1846.0,109.0,7.0,,,,,,,,,,,,,,,1.403708385696768,4.283645290783787,0.49977747356503105,15.44464780004249,3709.0,148.0,4423.749267682457
Alvaro Lemos,A LEMOS,UD Las Palmas,DEF LATERAL,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,3520.82001050438,359.88962916375,90.6875562893018,5.0,25.8894001007079,4.88402161633415,52.6042674562596,0.0,0.0,2.0,0.0,1956.0,1949.0,166.975514369048,114.545464678237,4.29647302627563,-6.43814373016357,0.461082857645595,-0.455260126620492,0.0,0.0,0.0,55.4813619562903,35.3009589434399,37.3334953112041,23.7595572290962,20.9686261262929,9323.19623997882,7.27256647964589,501.281145390516,79.0,290.730038744893,213.760922597625,6308.0,2987.0,-0.0409271443112001,2.0,1.18247443437576,4.88538193702698,,,,,,,,140.3254222869873,68.3983669281006,16.0,1956.0,28.0,0.0,1949.0,67.0,8.0,,,,,,,,,,,,,,,2.5757509903583573,3.985589205592046,1.4940913565395153,14.237624868494889,3907.0,95.0,3664.1118342499417
BENITO  RAMIREZ,BENITO,UD Las Palmas,EXTREMO,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,3965.14518999098,409.067807555187,117.552946830119,6.0,30.4565998077392,5.36194302857846,62.1657533259324,0.0,0.0,3.0,0.0,1854.0,1874.0,217.238510014462,160.749859260362,5.0793981552124,-5.13484859466553,0.499352325964097,-0.495383117402208,0.0,0.0,0.0,49.9523096615837,32.3889445001055,32.8430662076138,21.5436337488156,19.4349404465404,10585.4932432488,8.0952623704312,578.423185300564,75.0,294.479754216443,65.0425925255748,7756.0,3634.0,0.0679070390074564,3.0,1.52941437562307,4.29245638847351,,,,,,,,192.5984458923339,85.4886970520019,21.0,1854.0,33.0,1.0,1874.0,75.0,11.0,,,,,,,,,,,,,,,2.964656808200923,4.857286093293649,1.5678052214293272,14.58769244467136,3731.0,108.0,4144.863890147031
COCO BASILIO,COCO,UD Las Palmas,DEF CENTRAL,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,3552.79317969257,400.51224530954,8.88709650796027,1.0,22.5491998672485,4.65338827135461,0.0,0.0,0.0,0.0,0.0,1898.0,1912.0,231.257491837734,94.8661172557557,4.74109840393066,-5.7320499420166,0.600763682083445,-0.578901009520405,0.0,0.0,0.0,51.8249896524713,32.2145587782987,35.3434951710788,21.892895795029,19.0062287717946,9533.34756386072,7.04021280626841,408.00107418894,87.0,261.617843668546,52.6159410616533,6820.0,3140.0,-0.0138154628858353,15.0,2.54885654846827,3.95703875223796,,,,,,,,39.33008861541746,8.29071712493896,7.0,1898.0,51.0,0.0,1912.0,98.0,8.0,,,,,,,,,,,,,,,0.25014393066160096,1.107018805378949,0.0,11.483952303247923,3810.0,149.0,3561.6802762005304
ERIC CURBELO,CURBELO,UD Las Palmas,DEF CENTRAL,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,3762.22084808069,473.048718741036,45.7548840162853,4.0,23.3244000434875,4.9727011001304,0.0,0.0,0.0,0.0,0.0,1818.0,1837.0,152.273192629728,139.181681290448,7.23209619522095,-6.2982029914856,0.592701941428259,-0.593592661420685,0.0,0.0,0.0,55.0572065566832,36.2158888740109,36.8261082176337,24.9781123524915,20.7410530798381,10150.6987379355,7.63747306395493,568.063389351325,96.0,299.318776074836,356.427154792595,6683.0,3200.0,0.0330864188872715,10.0,3.77730911374092,14.0101084709167,,,,,,,,134.9727439880371,38.6708793640137,18.0,1818.0,30.0,1.0,1837.0,101.0,15.0,,,,,,,,,,,,,,,1.216166882909793,3.5875816289969773,0.0,15.099150536075639,3655.0,131.0,3807.975732096975
Enrique Clemente,ENRIQUE,UD Las Palmas,DEF CENTRAL,nan,2022-01-09,4.0,0.0,0.0,nan,Tactical,Collective,Drills,-2 MD,,,3592.87307071718,435.44046039374,18.3412629790965,2.0,22.2485996246338,4.89108761380846,0.0,18.3412629790965,0.0,0.0,2.0,1880.0,1907.0,162.208819109881,129.327346316847,4.38666677474976,-5.76333332061768,0.578674730739925,-0.571037409537454,0.0,0.0,0.0,50.1578194961029,33.2250479513887,32.368072978808,22.3654246658109,19.8478430113904,9795.67843594382,7.45559120473382,444.314006933645,93.0,292.436710609526,61.6147923178027,6897.0,2997.0,0.0108219401394825,6.0,2.45663857460022,3.28417015075684,,,,,,,,52.9147815704346,11.0520572662354,11.0,1880.0,40.0,0.0,1907.0,100.0,12.0,,,,,,,,,,,,,,,0.5104901458552046,1.4727706915588916,0.0,12.36653781495695,3787.0,140.0,3611.2143336962763
